:::MLLOG {"namespace": "", "time_ms": 1778082622335, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082622373, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082622578, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082622777, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082623936, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082623965, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082624567, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082624597, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082624595, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082624671, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082624599, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082624684, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082624613, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082624690, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082624797, "event_type": "POINT_IN_TIME", "key": "cache_clear", "value": true, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 165}}
:::MLLOG {"namespace": "", "time_ms": 1778082624833, "event_type": "INTERVAL_START", "key": "init_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 166}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_benchmark", "value": "llama31_8b", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 53}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_org", "value": "reference_implementation", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 54}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_division", "value": "closed", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 55}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_status", "value": "onprem", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 56}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_platform", "value": "DGX-H100", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 57}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_poc_name", "value": "Yunzhou Liu", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 58}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "submission_poc_email", "value": "yunzhoul@nvidia.com", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 59}}
:::MLLOG {"namespace": "", "time_ms": 1778082630922, "event_type": "POINT_IN_TIME", "key": "global_batch_size", "value": 32, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "gradient_accumulation_steps", "value": 2, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "max_sequence_length", "value": 8192, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "eval_samples", "value": 1024, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_name", "value": "adamw", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_base_learning_rate", "value": 0.0005, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_adamw_beta_1", "value": 0.9, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_adamw_beta_2", "value": 0.95, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_adamw_epsilon", "value": 1e-05, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_adamw_weight_decay", "value": 0.1, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_gradient_clip_norm", "value": 1.0, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_end_learning_rate", "value": 5e-05, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_warmup_steps", "value": 512, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_steps", "value": 1199488, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "opt_learning_rate_decay_schedule", "value": "cosine with linear warmup", "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "seed", "value": 40220, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "POINT_IN_TIME", "key": "init_checkpoint_step", "value": 0, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 242}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "INTERVAL_END", "key": "init_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 244}}
:::MLLOG {"namespace": "", "time_ms": 1778082630923, "event_type": "INTERVAL_START", "key": "run_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 245}}
:::MLLOG {"namespace": "", "time_ms": 1778082630933, "event_type": "INTERVAL_START", "key": "epoch_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 188, "samples_count": 0}}
:::MLLOG {"namespace": "", "time_ms": 1778082630933, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 189, "samples_count": 0}}
:::MLLOG {"namespace": "", "time_ms": 1778082685075, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 384}}
:::MLLOG {"namespace": "", "time_ms": 1778082685077, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 384}}
:::MLLOG {"namespace": "", "time_ms": 1778082708516, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 11.147408485412598, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 352}}
:::MLLOG {"namespace": "", "time_ms": 1778082708516, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 384}}
:::MLLOG {"namespace": "", "time_ms": 1778082708516, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 384}}
:::MLLOG {"namespace": "", "time_ms": 1778083606784, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 12288}}
:::MLLOG {"namespace": "", "time_ms": 1778083606785, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 12288}}
:::MLLOG {"namespace": "", "time_ms": 1778083629866, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 5.824958801269531, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 12256}}
:::MLLOG {"namespace": "", "time_ms": 1778083629867, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 12288}}
:::MLLOG {"namespace": "", "time_ms": 1778083629867, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 12288}}
:::MLLOG {"namespace": "", "time_ms": 1778084556908, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 24576}}
:::MLLOG {"namespace": "", "time_ms": 1778084556909, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 24576}}
:::MLLOG {"namespace": "", "time_ms": 1778084580000, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 4.81509256362915, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 24544}}
:::MLLOG {"namespace": "", "time_ms": 1778084580002, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 24576}}
:::MLLOG {"namespace": "", "time_ms": 1778084580002, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 24576}}
:::MLLOG {"namespace": "", "time_ms": 1778085507809, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 36864}}
:::MLLOG {"namespace": "", "time_ms": 1778085507810, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 36864}}
:::MLLOG {"namespace": "", "time_ms": 1778085530823, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 4.232762336730957, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 36832}}
:::MLLOG {"namespace": "", "time_ms": 1778085530825, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 36864}}
:::MLLOG {"namespace": "", "time_ms": 1778085530825, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 36864}}
:::MLLOG {"namespace": "", "time_ms": 1778086458166, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 49152}}
:::MLLOG {"namespace": "", "time_ms": 1778086458167, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 49152}}
:::MLLOG {"namespace": "", "time_ms": 1778086481371, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 3.972644805908203, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 49120}}
:::MLLOG {"namespace": "", "time_ms": 1778086481371, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 49152}}
:::MLLOG {"namespace": "", "time_ms": 1778086481371, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 49152}}
:::MLLOG {"namespace": "", "time_ms": 1778087407342, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 61440}}
:::MLLOG {"namespace": "", "time_ms": 1778087407343, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 61440}}
:::MLLOG {"namespace": "", "time_ms": 1778087430350, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 3.848245859146118, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 61408}}
:::MLLOG {"namespace": "", "time_ms": 1778087430351, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 61440}}
:::MLLOG {"namespace": "", "time_ms": 1778087430351, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 61440}}
:::MLLOG {"namespace": "", "time_ms": 1778088357516, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 73728}}
:::MLLOG {"namespace": "", "time_ms": 1778088357517, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 73728}}
:::MLLOG {"namespace": "", "time_ms": 1778088380760, "event_type": "POINT_IN_TIME", "key": "eval_accuracy", "value": 3.7319815158843994, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 131, "samples_count": 73696}}
:::MLLOG {"namespace": "", "time_ms": 1778088380762, "event_type": "INTERVAL_END", "key": "eval_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 218, "samples_count": 73728}}
:::MLLOG {"namespace": "", "time_ms": 1778088380762, "event_type": "INTERVAL_START", "key": "block_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 227, "samples_count": 73728}}
:::MLLOG {"namespace": "", "time_ms": 1778089308459, "event_type": "INTERVAL_END", "key": "block_stop", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 207, "samples_count": 86016}}
:::MLLOG {"namespace": "", "time_ms": 1778089308459, "event_type": "INTERVAL_START", "key": "eval_start", "value": null, "metadata": {"file": "/workspace/code/callbacks.py", "lineno": 208, "samples_count": 86016}}
